cki,ckp,rkp,rkd,yk,yw,alki,alkp,pkp,pkd,askp,aski,Va_RMSE,Alt_RMSE,Chi_RMSE_deg,Va_TV,Alt_TV,Chi_TV_deg
11.909518789550901,0.5186021115678285,1.1233781415208162,5.614552552508963,4.2512992191851025,14.173455928885687,0.2181353050117374,0.6047282240963464,-4.321106649355237,2.7462279295767518,5.3714038274142295,3.4122432383131853,9.6553,365.2449,111.4966,1161.6714,1403.0033,49560.1751
1.0600675658620107,9.871176464634884,1.9341096433496552,5.106060197178652,5.810878002853419,6.1961962561784185,5.959378634314732,2.031179119216238,-5.943277021060495,3.8542722534925216,1.5083870042769065,3.891836838075096,3.517,166.8375,101.7606,816.3515,1312.4799,36671.4678
17.01291700922514,17.482225581112594,0.49781759928318625,5.833548459973201,3.632920704181231,15.758104676476451,0.6852892058704751,0.09008792239523333,14.84714596965507,1.8603562610273006,9.799483050285984,0.808510419237316,8.9758,114.7413,104.9709,424.283,1167.6295,25548.3651
24.677927240404877,26.30412407719439,1.3944507915760287,7.513810979018869,3.491288611565968,7.241076870188635,2.8698631332751114,3.35438203705875,-5.035864679907339,0.9569780364272029,0.28631971338093476,2.1073632436895267,12.3168,261.6286,101.0877,781.7387,1082.7356,28240.497
26.73708132954067,11.441037296686263,2.1540591540257825,7.017629036814597,6.727769951389581,18.309821181288747,2.2423893894444493,4.6323135403672815,10.895698027823343,2.8110375405219585,8.125427162969812,2.7184086931689833,7.4321,1492.2795,109.8491,1724.7332,2565.3601,55366.1076
21.734980460581824,20.522113663233405,2.918133028575973,3.852796326405125,3.9646082107519374,9.146327417328068,7.316552357287717,0.9579976536503793,-9.6114926738645,1.3650793577010856,5.426369751321539,3.7182210588666904,10.2534,17.2568,137.1451,957.3303,1786.6059,29678.5417
20.583703067683384,14.459947425094382,0.5950343161497892,1.1612001698625163,1.270852823206887,11.545164036611757,2.86738843085491,2.150677832868808,4.82613451938191,4.190230867828107,7.143109839578109,2.141049627235297,26.0938,621.3317,105.7788,456.5979,2483.2934,24609.5768
21.021840830243196,18.548621975377706,0.48439352347110043,8.524754400941164,1.415595871356176,0.649701796696256,8.076619699641103,2.189748375017715,5.14014747605901,2.661846805118589,9.446982031914468,2.1006446159454173,23.4371,664.5461,98.5946,619.0514,3169.7936,23394.9427
23.79028328510847,4.45706748737294,2.9870304778090295,5.87533175217061,4.240960014311823,8.969144411801867,6.7080480371118645,1.6054138181812116,6.1065826478741725,0.7346895474820508,1.4453090352238684,0.36380305979623606,8.9443,1511.2766,105.7156,2879.157,2697.013,50305.3955
12.999718022570503,46.76202758728972,1.5859606523379193,7.400146835205199,2.399621089886091,15.092248095910321,0.8400724579663521,4.698753111973976,-3.3777948049098736,1.547773413868752,7.0498664305208045,1.0346133060690148,18.5567,416.5328,110.3636,120.0901,873.0332,29432.6325
21.128553093524868,40.35440123783259,1.5336381895297635,1.2172579306638986,2.5555452777504724,10.083823318411834,0.5874215341125955,3.6801768787730866,5.596140112038386,1.6849196200738514,8.353227826901037,0.6429695735808139,18.2225,2150.9616,123.3147,1349.838,3768.3222,84108.8535
19.24628586766525,14.80447085240965,0.8857062316290328,8.011966568511468,0.4904353745542358,10.785740184081881,5.5182444970281335,3.2141219323293626,10.407205322367629,1.9740981834297981,5.540902222570403,1.380448041555572,27.1811,632.6981,104.2358,90.9518,1298.3862,27007.3237
2.1277170615951535,47.06821787996826,0.18759800887467504,4.113312640669216,5.322969300816838,14.521552547068172,2.2112224211978013,0.6392935672709571,3.5338102630486814,1.1008910643908587,5.291079639752635,3.9371391555804003,5.698,642.2805,97.7777,1903.0487,1310.7853,45129.6208
22.855663344255234,1.5069956191992528,2.9097555966704443,2.0036328449553786,3.2864728214994523,17.58175408773926,4.083776252960021,0.6868885639130212,-8.070352888385258,4.986754862647969,1.0918203853521258,1.4871614249186682,12.5882,21.1167,105.6001,1323.6273,2973.719,59316.3121
15.634079912095341,39.15356483046564,1.208166790172247,2.2724034144556073,0.8501106680788113,4.172764180694747,2.6930719090358224,0.8239709748348878,12.553707048558,2.207025888855649,5.206748604437683,0.41153036613716,19.1045,202.5341,103.2314,531.5538,2090.3318,25235.2401
2.408783570633668,37.58864403949009,0.8365181968591779,6.8515897278544715,0.5734667787413976,7.492444698641027,5.034114331986556,2.631003899810762,-2.022658270760597,2.2230375796739725,2.8169168477556528,3.594694400016005,22.749,79.0261,113.0709,785.9593,3914.7789,32911.3311
8.92752997953204,13.848412507837992,1.715002388403815,5.579940118354781,4.067815450067087,1.4941005157544904,6.680145642168979,1.4252719954916597,-2.669374805837684,2.047379583315963,3.302933138760177,0.17764607546093047,4.3126,55.9619,117.2272,459.2514,1112.6972,17581.7668
24.670615323395708,15.937823108604377,0.13393192152438205,4.402050685538415,5.5597006582875395,15.770259505423622,9.20839064227997,0.934940765085982,-6.6651122072313935,2.5377499575432276,6.6521988383640975,4.390040250224772,5.3786,102.5578,98.2274,595.503,1183.789,24846.6974
