cki,ckp,rkp,rkd,yk,yw,alki,alkp,pkp,pkd,askp,aski,Va_RMSE,Alt_RMSE,Chi_RMSE_deg,Va_TV,Alt_TV,Chi_TV_deg
36.548226726466915,5.53939888336431,2.2625688182592527,1.85814561997668,0.5738263520934188,13.894197745096678,1.9321623300510027,0.4507045304614954,17.769238880492953,0.45020572405458203,6.813691581888759,4.286009466964858,24.6329,120.3235,134.8377,530.395,2898.7736,20594.109
8.860953055281144,12.087027426566294,2.5746695545017655,8.59787993613218,4.083797580850417,11.709069489962642,7.431167212486029,1.4855405515024,-8.135820120764672,3.1475081972637486,1.1332545819198692,0.4458870700476414,9.3088,311.5305,110.9141,789.4801,1038.4239,37035.0186
17.29161651878006,45.26304682490779,1.0701291981264904,9.850948012501014,5.335353522361518,14.330850124123836,9.557310024564318,2.2935895332382312,14.16861902201132,4.300890559330984,4.924639216379944,1.052271683597692,6.5507,615.6715,109.0114,2109.7468,1513.1455,85541.7185
15.384012616961416,42.657043666337174,2.900632358916343,1.912468205665926,1.8741197165462664,0.4031799921389659,4.383124472639293,2.9371194019112417,2.9293732181036836,1.8325988706495389,5.836708617506917,2.913204778225393,24.5773,1344.0495,115.039,788.5699,2990.0853,40813.8946
2.449906738184864,34.868732409238035,1.9288069313402039,3.6092794458388933,3.5069182098649274,0.22000640433745983,4.597374727659263,3.9091480959934395,3.2238198254912898,3.782198363900972,7.481662107624967,0.159534394574955,10.6386,1977.9334,114.3339,2007.7948,3730.51,143339.7107
6.820935636008469,15.216960918148903,2.228898216615119,3.6753055695121573,2.5511437102106695,2.261809098985584,6.0459126064324575,4.976752018986489,6.989628120964735,3.291555929198367,6.687513200854384,4.969903215152954,17.9864,140.4991,120.1298,474.8555,1780.7485,30435.0433
9.814271725595663,23.892029723410506,0.7188657105326829,7.064522022357074,6.66055088271516,18.772586464153363,2.3554341105662733,0.17665780106434215,-5.243791758409532,4.899969487325567,0.6784583604464234,0.6575250696572998,4.2823,791.3539,118.2068,997.233,1935.5667,28432.9448
25.510700252581287,21.483036737646316,1.063773243664419,9.152175160733883,4.924249732719179,8.414725626774501,3.0329198058764764,3.7970174670762087,19.376829414405787,0.2813718074184385,3.69785942734836,0.06067590494316877,5.5902,654.0801,104.9154,1707.434,1845.6741,39014.7624
6.342519548863419,48.64943060011957,2.405032009895141,8.864745731287885,2.4736455505981336,7.005270728639989,3.036524666681246,3.2555038520591335,19.102522189329115,2.437898700957373,6.730143885995245,1.389400930400015,18.5818,436.1927,108.8522,704.1857,2556.0766,44792.2263
20.082320526413543,47.56233660649345,1.6032992075463752,8.689723911156799,8.252100462203538,11.596069751150278,4.137414428685526,1.305842019471326,14.992930517297923,0.9787049191067054,9.522721191272508,0.6709478927181978,10.1711,1294.2271,109.6108,1077.5844,2229.02,63080.3063
28.889597762371277,11.932383278363718,0.2940156689979234,9.582889618968489,1.0625717848655138,3.9291015886916782,2.079290743748008,4.382703187519301,-3.0971901413263714,3.163643200159078,7.6780750858944415,4.900330087085988,25.3694,380.6034,108.5603,290.8682,1821.8895,34827.5445
