cki,ckp,rkp,rkd,yk,yw,alki,alkp,pkp,pkd,askp,aski,Va_RMSE,Alt_RMSE,Chi_RMSE_deg
20.27980578091255,-1.295891896664857,5.558993569480883,2.6903597869850415,6.796350032838222,4.0,0.541711304855824,9.677678498434627,-1.3317892158549758,-0.5363079575928784,3.350872412194425,2.061069417757038,1.1915,15.6803,24.8138
17.062543711892204,4.8373226295865805,11.14590062138052,1.7294355275511024,6.785385696905516,4.0,2.9656959948838666,1.284956372775336,-0.8428987618824243,0.0320051108270914,3.535196595833205,2.4569353692688467,2.4174,15.3316,23.508
17.12133258575163,2.7856954689543754,22.349884244306345,2.192690268187733,6.790288909720289,4.0,2.5522800821697618,5.289362103286557,-0.944898893295578,-0.0909226364149877,4.646267802625069,2.2931232169819893,1.452,11.6219,28.1462
21.263799970031656,-0.4046034001591719,5.62651579192352,2.8420053165034433,6.802668539329645,4.0,0.957175128013072,2.855962130750987,-1.0193289360146416,-0.1687343951423953,3.310826834982424,1.9724220866814992,1.4967,11.9557,27.1436
31.761609099761056,5.413922104240794,16.50319685050813,3.848530838099736,6.807365113863066,4.0,2.244075704654381,19.44205799753898,-1.0879300868406785,-0.269321429015693,3.0262601743869983,1.749756030894109,1.4085,14.2285,27.0456
17.08713961830266,3.9789692317527967,25.64850817886156,1.923250606780961,6.787437087850528,4.0,2.7927323296498,2.9603072021288597,-0.8855732599871354,-0.019425018173919,3.49092732455197,2.3884001498976226,1.9104,13.4715,24.8591
17.101872426557087,3.464820421223708,24.22722194496584,2.0393447385221735,6.788665859376301,4.0,2.6891280764724073,4.342244340262287,-1.8387766608825324,-0.0502313733627728,3.464410282469212,2.347347942720494,2.5747,9.8653,25.3135
17.26800844299214,-2.3330311330076836,8.199942621456081,3.348492067794954,6.802522226938764,4.0,1.5208241379854304,15.280192080162491,-1.1993850865409668,-0.3976223828413325,3.165388150151281,1.8844185372403692,1.6383,15.1479,25.6132
14.62947384221763,-3.241634021540987,17.35017898873599,3.925059678417328,6.807929479110725,4.0,2.3785920414721335,20.188366262594393,-1.0833902710592396,-0.2761246037567282,3.002891611244753,1.729660627525784,1.3233,14.7759,28.961
26.120922101002776,-1.309879905837332,6.3263291056138655,2.7146264025264517,6.7981702432409055,4.0,0.8339730901166673,1.7939793992146589,-1.1065860274209365,-0.1537121261376177,3.3543926006501,2.067266881191938,1.6073,10.9441,28.2031
30.528563802427733,3.944109570669567,14.278549583750117,3.6006611136819795,-0.3912122066646601,4.0,3.464343269154004,-14.322532677477456,-1.0920082460799487,-0.24404941741973396,3.097989406162376,1.1283781382561797,8.7212,1339.3275,79.6398
