cki,ckp,rkp,rkd,yk,yw,alki,alkp,pkp,pkd,askp,aski,Va_RMSE,Alt_RMSE,Chi_RMSE_deg
18.490107151479116,6.438413137316638,7.630717654916598,8.324278156103677,6.271186454002576,4.0,1.011974691638846,2.2905563361980033,-9.297455230177103,0.2597483469536152,9.907575733522108,3.004182204026814,3.5779,10.924,53.4198
20.267588066747148,14.37363238287152,1.4,0.0210271348035339,2.0,4.0,0.0788635830864449,0.1947170833277653,-1.825757575757576,0.0310341974822804,0.1484412347207722,0.0685372075802328,16.3586,8.871,28.1436
20.29402139659567,25.095185085996256,1.4003591858627134,0.0328894617563036,2.030719190231114,4.0,0.1185431614326882,0.2043427880761177,-2.69762869896161,0.0415142295217356,-0.0656433476911044,-0.1990217777094587,10.909,8.199,28.7231
5.661885364483221,29.290626014995674,1.59970184871247,1.4184330593308403,5.480900048031577,4.0,5.066041639317216,3.0703648377936323,-6.011997555489034,1.0074237195791338,2.8397593264450594,4.291843661236624,4.9682,11.7488,39.2395
21.280326618409628,-35.041536756160745,0.6701864144021815,1.1885809722217893,5.686094177049168,4.0,2.2364951464012193,3.741133475448088,-1.7107776923897346,0.3625132973395154,0.4543571524365141,-7.515515313409832,4.3393,10.4163,50.9377
16.409054883738612,-4.278522494401845,0.7454414028954429,1.1364338169789712,5.279460806306803,4.0,8.215813810208706,4.511655471974769,-24.713003373868908,2.6948410214708964,3.5936356805184264,3.2949925082969664,5.3898,11.7012,40.2089
15.150944315773668,-0.3487714635291326,0.8454448589450791,1.169445879022408,5.303042163087555,4.0,7.84708773328394,14.990849427138444,-22.523782015675636,2.497304587689585,3.505383624356173,3.411688254833243,5.3574,8.9371,43.7129
18.933467776767223,12.987929117721734,1.9038766997771857,0.7705205093415961,3.9043736196089,4.0,4.721018257386131,4.1486418785102455,-5.885530961194153,1.6497358851728732,1.7950676807382917,3.769418120666043,9.9401,9.5928,34.9075
15.866603655080104,1.9551429809732204,2.1970211863705775,1.1104701482829575,5.104455589702963,4.0,8.157821889084698,4.6370963693290195,-8.077088859995486,4.059687509287347,1.5112408448476664,3.2218669310922956,5.9468,20.7591,38.9194
15.841750890938592,2.3956365934186543,0.7010348136115273,1.0553629084979466,5.0933436897394495,4.0,8.213157673301101,4.65381170955668,-8.068307301687895,2.725509142441334,1.4519863367239416,3.2232586453392846,6.0033,14.8217,41.9226
16.720343329902427,7.415397670404596,1.0147757835850943,0.8226281096737021,4.304499779450755,4.0,5.488738822484615,10.478778428186224,-36.1147189056683,1.7479253918406386,-4.63820753027104,3.6507816084227005,8.5476,8.7879,35.4856
